customer_id,signup_date,age,city,acquisition_channel,employment_type,monthly_income,active_lending_relationships,kyc_status,primary_product,total_transactions,total_transaction_amount,last_transaction_date,total_tickets,high_risk_tickets,days_since_last_transaction,churn,churn_probability,annual_revenue
CUST104180,,42.0,Mumbai,Referral,Gig Worker,37607.0,3,Incomplete,Personal Loan,19,73206.94,2025-11-29,2,1,-425.0,0,0.0,10200
CUST104181,,28.0,Chennai,Referral,Gig Worker,56619.0,5,Pending,Fixed Deposit,21,66321.79,2025-05-25,2,1,-237.0,0,0.0,10200
CUST104182,,26.0,Bengaluru,Organic,,54863.0,2,Pending,Fixed Deposit,9,15636.0,2025-09-27,0,0,-362.0,0,0.0,10200
CUST104183,2023-07-29,18.0,Mumbai,Paid Social,Student,29577.0,4,Verified,Credit Card,6,14519.84,,0,0,,1,0.95,10200
CUST104184,,24.0,Mumbai,Paid Social,Salaried,52150.0,5,Verified,Personal Loan,13,472499.88,2024-11-26,1,0,-57.0,0,0.22,10200
CUST104185,2022-09-22,32.0,Mumbai,Referral,Self-Employed,68359.0,1,Verified,Credit Card,52,122013.01,2024-09-29,1,0,1.0,0,0.0,10200
CUST104186,2025-09-09,21.0,Pune,Paid Social,Salaried,58370.0,0,Pending,Credit Card,20,62526.79,2024-05-31,2,1,122.0,1,0.95,10200
CUST104187,,22.0,Pune,Google Ads,Salaried,49333.0,0,Verified,Savings Account,43,106498.27,2025-04-29,0,0,-211.0,0,0.0,10200
CUST104188,,37.0,Kolkata,In-App Promo,Salaried,70224.0,1,Verified,Savings Account,38,87912.5,2025-11-25,1,0,-421.0,0,0.0,10200
CUST104189,,26.0,Delhi,Referral,,55182.0,0,Pending,Credit Card,51,125536.85,2025-10-29,0,0,-394.0,0,0.0,10200
CUST104190,,33.0,Ahmedabad,Referral,Gig Worker,13609.0,3,Verified,Savings Account,21,125494.38,2024-08-24,0,0,37.0,0,0.13,10200
CUST104191,,18.0,Mumbai,In-App Promo,,93210.0,0,,Personal Loan,12,33195.32,,0,0,,1,0.89,10200
CUST104192,,26.0,Mumbai,Organic,,85885.0,3,Verified,Bnpl,13,23330.52,2024-06-25,5,1,97.0,1,0.79,10200
CUST104193,,44.0,Mumbai,Referral,Salaried,57332.0,4,Verified,Personal Loan,11,23741.01,2024-04-24,1,1,159.0,1,0.97,10200
CUST104194,2024-04-28,31.0,Hyderabad,Affiliate,Salaried,75449.0,1,Verified,Fixed Deposit,42,160814.54,2024-08-31,0,0,30.0,0,0.0,10200
CUST104195,2024-02-03,32.0,Mumbai,Paid Social,Gig Worker,52579.0,1,Verified,Credit Card,43,92013.57,2025-08-21,1,1,-325.0,0,0.0,10200
CUST104196,,29.0,Mumbai,Referral,Student,54863.0,0,Verified,Credit Card,40,88627.18,2024-12-29,1,0,-90.0,0,0.37,10200
CUST104197,2025-11-05,54.0,Mumbai,Referral,Gig Worker,57989.0,1,Verified,Savings Account,25,88250.84,2025-08-29,1,0,-333.0,0,0.02,10200
CUST104198,,35.0,Mumbai,Referral,,66677.0,1,Verified,Personal Loan,9,11239.79,2025-07-23,0,0,-296.0,0,0.01,10200
CUST104199,,30.0,Ahmedabad,Referral,Student,95222.0,0,Verified,Bnpl,4,18459.83,2025-09-26,3,2,-361.0,0,0.06,10200
CUST104200,,28.0,Delhi,Google Ads,Student,33942.0,0,Verified,Fixed Deposit,51,101546.13,2025-03-30,0,0,-181.0,0,0.0,10200
CUST104201,,18.0,Mumbai,Referral,Self-Employed,54863.0,1,Verified,Credit Card,53,131035.97,2024-03-31,1,1,183.0,1,0.98,10200
CUST104202,,21.0,Pune,Referral,Student,60791.0,3,Verified,Fixed Deposit,11,23158.77,,1,1,,1,0.97,10200
CUST104203,2025-12-31,38.0,Pune,In-App Promo,Salaried,12000.0,2,Pending,Savings Account,27,173702.74,2024-12-31,0,0,-92.0,0,0.0,10200
CUST104204_OLD,,18.0,Bengaluru,Referral,Student,92629.0,1,Verified,Salary Account,0,0.0,,0,0,,1,1.0,10200
CUST104205_OLD,,34.0,Hyderabad,Google Ads,,62991.0,0,Verified,Salary Account,0,0.0,,0,0,,1,0.99,10200
CUST104206,2025-05-19,41.0,Kolkata,Referral,Self-Employed,41208.0,1,Verified,Salary Account,35,98603.47,2025-01-31,0,0,-123.0,0,0.0,10200
CUST104207,,23.0,Hyderabad,In-App Promo,Self-Employed,12000.0,2,Verified,Savings Account,7,21413.66,,0,0,,1,0.96,10200
CUST104208,2023-10-03,30.0,Chennai,Organic,Self-Employed,54863.0,0,Verified,Fixed Deposit,43,83912.2,2025-08-27,1,0,-331.0,0,0.0,10200
CUST104209,,44.0,Kolkata,Referral,Student,110121.0,0,Pending,Credit Card,27,586758.69,2025-10-29,1,1,-394.0,0,0.02,10200
CUST104210,,39.0,Pune,In-App Promo,,76739.0,0,,Bnpl,51,100802.83,2025-05-29,0,0,-241.0,0,0.0,10200
CUST104211,,41.0,Mumbai,In-App Promo,Student,38950.0,1,Verified,Fixed Deposit,7,22712.75,,2,0,,1,0.98,10200
CUST104212,,36.0,Hyderabad,Paid Social,Self-Employed,54863.0,2,Verified,Salary Account,16,165826.57,2024-12-29,1,0,-90.0,0,0.19,10200
CUST104213,2024-03-02,19.0,Pune,Organic,,66285.0,1,Verified,Bnpl,15,34113.49,2025-05-29,3,2,-241.0,0,0.05,10200
CUST104214,,36.0,Kolkata,Referral,Self-Employed,54863.0,0,Verified,Personal Loan,27,59070.58,2025-07-30,0,0,-303.0,0,0.0,10200
CUST104215,,32.0,Chennai,Affiliate,Salaried,46817.0,0,Pending,Fixed Deposit,10,25383.3,2024-11-27,1,0,-58.0,0,0.06,10200
CUST104216,,44.0,Hyderabad,Referral,Self-Employed,54943.0,2,Verified,Salary Account,52,271741.51,2025-07-25,1,0,-298.0,0,0.01,10200
CUST104217,2022-03-02,25.0,Pune,Google Ads,Self-Employed,34289.0,2,Incomplete,Credit Card,3,5685.25,2024-05-23,1,1,130.0,1,0.87,10200
CUST104218,,19.0,Bengaluru,Google Ads,Gig Worker,55482.0,0,Verified,Savings Account,46,142907.84,2025-06-30,0,0,-273.0,0,0.01,10200
CUST104219,2025-08-21,39.0,Pune,Referral,Gig Worker,52645.0,3,Verified,Bnpl,15,40555.34,2024-07-31,2,1,61.0,0,0.03,10200
CUST104220,2025-10-26,46.0,Mumbai,Referral,Salaried,57612.0,0,Verified,Bnpl,26,86242.03,2024-05-31,1,0,122.0,1,1.0,10200
CUST104221,,22.0,Kolkata,Paid Social,Salaried,78122.0,3,Verified,Bnpl,4,10445.0,2024-07-21,4,2,71.0,0,0.09,10200
CUST104222,,31.0,Hyderabad,Referral,,52278.0,0,Verified,Salary Account,55,519694.47,2024-04-30,2,2,153.0,1,0.95,10200
CUST104223,,28.0,Kolkata,Paid Social,Gig Worker,72467.0,2,Verified,Bnpl,40,89182.65,2025-08-30,1,0,-334.0,0,0.01,10200
CUST104224,,18.0,Pune,In-App Promo,Student,49664.0,2,Verified,Bnpl,2,1541.0,,0,0,,1,0.99,10200
CUST104225,,32.0,Pune,Organic,Student,73378.0,3,Verified,Fixed Deposit,59,168363.18,2024-09-30,0,0,0.0,0,0.0,10200
CUST104226,,26.0,Pune,Paid Social,Salaried,54863.0,4,Verified,Fixed Deposit,16,41412.38,2024-04-28,0,0,155.0,1,1.0,10200
CUST104227,2025-02-12,38.0,Mumbai,Paid Social,Student,12000.0,0,Verified,Credit Card,6,18767.97,,2,0,,1,0.98,10200
CUST104228,2024-06-17,34.0,Ahmedabad,Paid Social,Self-Employed,29617.0,2,Incomplete,Salary Account,13,197561.81,,4,1,,1,0.84,10200
CUST104229,2024-09-23,22.0,Mumbai,Paid Social,Student,61297.0,1,,Personal Loan,5,10960.35,2025-08-29,5,4,-333.0,0,0.08,10200
CUST104230,,30.0,Pune,Organic,Salaried,12000.0,4,Verified,Savings Account,21,46444.39,2024-10-31,2,0,-31.0,0,0.06,10200
CUST104231,,30.0,Chennai,Affiliate,,56130.0,4,Verified,Salary Account,29,52960.64,2025-11-29,0,0,-425.0,0,0.0,10200
CUST104232,2022-10-04,44.0,Pune,Paid Social,Salaried,50150.0,0,Verified,Credit Card,26,66102.52,2024-08-29,0,0,32.0,0,0.02,10200
CUST104233,,21.0,Ahmedabad,Paid Social,Student,73527.0,1,Verified,Savings Account,12,49424.9,2025-06-25,1,1,-268.0,0,0.04,10200
CUST104234,,29.0,Mumbai,Referral,Salaried,47367.0,0,Verified,Personal Loan,54,167705.73,2024-10-30,0,0,-30.0,0,0.0,10200
CUST104235,,22.0,Mumbai,In-App Promo,Student,63231.0,5,Verified,Credit Card,12,18887.9,2025-09-28,2,1,-363.0,0,0.02,10200
CUST104236,,28.0,Chennai,Referral,Self-Employed,57009.0,5,Verified,Personal Loan,7,13357.03,2024-03-31,0,0,183.0,1,0.95,10200
CUST104237,,26.0,Bengaluru,In-App Promo,Salaried,55750.0,1,Verified,Fixed Deposit,7,11344.99,2025-04-21,3,1,-203.0,0,0.01,10200
CUST104238,,29.0,Pune,Organic,,37133.0,2,Verified,Bnpl,15,41713.79,2024-10-27,3,2,-27.0,0,0.06,10200
CUST104239,2024-06-01,18.0,Hyderabad,Affiliate,,40031.0,0,Verified,Credit Card,20,43059.5,2024-12-31,3,1,-92.0,0,0.06,10200
CUST104240,,27.0,Delhi,Referral,Gig Worker,48820.0,3,Verified,Personal Loan,44,136287.91999999998,2024-12-29,2,1,-90.0,0,0.18,10200
CUST104241,,33.0,Kolkata,Affiliate,Self-Employed,29297.0,1,Verified,Savings Account,54,152776.0,2024-07-30,0,0,62.0,0,0.02,10200
CUST104242,,36.0,Hyderabad,Google Ads,Gig Worker,23928.0,1,Pending,Savings Account,42,108396.14,2025-03-30,3,2,-181.0,0,0.01,10200
CUST104243,,43.0,Kolkata,Referral,Salaried,13261.0,1,Verified,Personal Loan,6,6207.83,2025-10-30,0,0,-395.0,0,0.02,10200
CUST104244,,35.0,Mumbai,Organic,Salaried,12000.0,2,Verified,Credit Card,47,95640.19,2024-06-27,0,0,95.0,1,0.96,10200
CUST104245,,30.0,Mumbai,Google Ads,Student,43598.0,0,Verified,Fixed Deposit,56,353458.77,2025-10-30,2,2,-395.0,0,0.0,10200
CUST104246,2025-03-12,33.0,Chennai,Referral,Self-Employed,22131.0,4,Verified,Credit Card,17,376110.34,,0,0,,1,0.84,10200
CUST104247,2024-10-10,44.0,Mumbai,Referral,,12807.0,0,Verified,Savings Account,37,77432.13,2024-02-28,0,0,215.0,1,0.99,10200
CUST104248,,37.0,Mumbai,Referral,Self-Employed,76026.0,4,Verified,Salary Account,22,43078.54,2025-09-29,1,0,-364.0,0,0.01,10200
CUST104249,,35.0,Bengaluru,Organic,,79439.0,4,Verified,Salary Account,13,54562.23,2024-07-21,3,2,71.0,0,0.11,10200
CUST104250,2024-04-22,32.0,Bengaluru,Organic,Gig Worker,39707.0,2,Incomplete,Savings Account,11,18038.39,2024-10-30,4,1,-30.0,0,0.34,10200
CUST104251,,31.0,Pune,In-App Promo,,41441.0,2,Verified,Fixed Deposit,29,67821.4,2025-09-28,1,0,-363.0,0,0.0,10200
CUST104252,,26.0,Mumbai,Google Ads,Student,34190.0,2,Verified,Salary Account,50,125959.99,2024-05-30,2,0,123.0,1,0.96,10200
CUST104253,,40.0,Hyderabad,Paid Social,Student,52466.0,1,Verified,Fixed Deposit,13,43969.38,2024-11-29,1,0,-60.0,0,0.08,10200
CUST104254,,27.0,Pune,Paid Social,Student,61529.0,0,Verified,Fixed Deposit,53,168283.01,2024-02-29,1,0,214.0,1,0.97,10200
CUST104255,,23.0,Chennai,Referral,Student,31863.0,3,Pending,Credit Card,43,108571.26,2024-08-24,1,1,37.0,0,0.02,10200
CUST104256,,25.0,Pune,Referral,Student,96471.0,2,Incomplete,Fixed Deposit,39,87076.06,2024-07-27,0,0,65.0,0,0.0,10200
CUST104257,2022-02-14,33.0,Kolkata,Paid Social,Salaried,38824.0,4,Verified,Savings Account,4,10290.42,2024-12-30,1,1,-91.0,0,0.08,10200
CUST104258,2023-05-23,47.0,Bengaluru,Affiliate,Self-Employed,56097.0,0,Verified,Bnpl,3,23554.38,,3,2,,1,0.85,10200
CUST104259,2024-08-20,19.0,Mumbai,Google Ads,Self-Employed,70370.0,1,Verified,Bnpl,35,845668.95,2024-11-28,0,0,-59.0,0,0.0,10200
CUST104260,2025-03-19,41.0,Ahmedabad,Affiliate,,12000.0,1,Verified,Bnpl,54,150048.62,2025-10-28,0,0,-393.0,0,0.0,10200
CUST104261,,18.0,Pune,Affiliate,Student,53390.0,0,Verified,Savings Account,51,123219.8,2025-08-31,1,0,-335.0,0,0.0,10200
CUST104262,2024-11-18,42.0,Pune,Affiliate,Student,64915.0,0,Verified,Savings Account,43,106000.83,2024-10-31,1,0,-31.0,0,0.01,10200
CUST104263,,33.0,Mumbai,Organic,Self-Employed,43485.0,1,Verified,Personal Loan,46,117555.66,2025-06-27,3,2,-270.0,0,0.01,10200
CUST104264,,31.0,Pune,Referral,Gig Worker,55939.0,1,Verified,Salary Account,4,8042.059999999999,,0,0,,1,0.98,10200
CUST104265,2024-11-12,32.0,Mumbai,Paid Social,Gig Worker,12000.0,0,Verified,Fixed Deposit,8,15952.6,,2,0,,1,0.99,10200
CUST104266,,31.0,Ahmedabad,Paid Social,,93602.0,0,Verified,Credit Card,13,44781.69,,0,0,,1,0.89,10200
CUST104267,,24.0,Mumbai,Paid Social,,54863.0,1,Verified,Credit Card,12,711894.37,,0,0,,1,0.88,10200
CUST104268,,33.0,Hyderabad,Paid Social,Self-Employed,18749.0,6,Incomplete,Salary Account,51,128007.86,2025-08-31,0,0,-335.0,0,0.0,10200
CUST104269,,29.0,Chennai,Referral,,45574.0,0,Verified,Credit Card,17,46963.77,,2,0,,1,0.72,10200
CUST104270,,25.0,Chennai,Paid Social,Student,20621.0,3,Verified,Bnpl,20,48064.82,2025-06-28,1,1,-271.0,0,0.0,10200
CUST104271,,48.0,Kolkata,Referral,Salaried,71723.0,1,Pending,Savings Account,52,112507.78,2025-09-30,1,0,-365.0,0,0.02,10200
CUST104272,2025-05-23,20.0,Pune,Paid Social,,47887.0,1,Verified,Salary Account,23,44188.56,2025-11-21,2,1,-417.0,0,0.0,10200
CUST104273,,41.0,Delhi,Paid Social,,44102.0,3,Verified,Personal Loan,11,10601.5,2025-10-26,0,0,-391.0,0,0.0,10200
CUST104274,,31.0,Pune,In-App Promo,Self-Employed,77231.0,4,Verified,Fixed Deposit,13,23272.41,2025-09-26,0,0,-361.0,0,0.02,10200
CUST104275,,31.0,Mumbai,Organic,Student,37578.0,1,Pending,Savings Account,31,74232.99,2024-08-29,0,0,32.0,0,0.04,10200
CUST104276,,26.0,Delhi,Referral,Salaried,18722.0,4,Verified,Savings Account,4,7188.42,,0,0,,1,0.95,10200
CUST104277,,39.0,Ahmedabad,In-App Promo,Gig Worker,43210.0,4,Verified,Savings Account,55,258591.15,2025-01-29,1,1,-121.0,0,0.01,10200
CUST104278,,34.0,Mumbai,Referral,Gig Worker,54863.0,4,Verified,Salary Account,59,145378.58,2024-05-27,0,0,126.0,1,0.98,10200
CUST104279,,23.0,Pune,Google Ads,,52825.0,1,Verified,Salary Account,33,79177.84,2024-09-26,1,0,4.0,0,0.0,10200
CUST104280,2022-07-01,40.0,Mumbai,Google Ads,Gig Worker,12000.0,1,Incomplete,Salary Account,43,110106.75,2024-10-30,1,0,-30.0,0,0.05,10200
CUST104281,2022-10-02,18.0,Mumbai,Google Ads,Student,119644.0,5,Verified,Credit Card,17,51208.48,2025-04-25,2,0,-207.0,0,0.02,10200
CUST104282,2023-07-03,28.0,Pune,Organic,Salaried,44810.0,3,Verified,Bnpl,54,110671.91,2025-07-30,1,1,-303.0,0,0.0,10200
CUST104283,,37.0,Mumbai,Referral,Student,38887.0,0,Verified,Fixed Deposit,3,897.16,,5,3,,1,0.98,10200
CUST104284,,31.0,Ahmedabad,Organic,Student,41968.0,0,Verified,Salary Account,37,96948.67,2024-01-28,2,1,246.0,1,0.97,10200
CUST104285,2024-06-29,36.0,Chennai,In-App Promo,Self-Employed,86960.0,5,Verified,Fixed Deposit,59,458423.24,2025-11-29,0,0,-425.0,0,0.02,10200
CUST104286,2023-01-28,26.0,Delhi,Google Ads,Salaried,68215.0,3,Verified,Savings Account,52,142238.82,2024-10-31,2,0,-31.0,0,0.01,10200
CUST104287,,42.0,Mumbai,Paid Social,Salaried,84074.0,3,Verified,Fixed Deposit,16,37942.33,2025-03-31,3,2,-182.0,0,0.01,10200
CUST104288,2023-11-13,21.0,Hyderabad,Referral,Gig Worker,116214.0,2,Verified,Fixed Deposit,29,54602.49,2025-01-31,0,0,-123.0,0,0.05,10200
CUST104289,,23.0,Mumbai,Affiliate,Salaried,40682.0,2,Verified,Fixed Deposit,22,374318.72,2024-04-29,2,1,154.0,1,0.99,10200
CUST104290,,30.0,Delhi,Paid Social,Gig Worker,53031.0,0,Pending,Credit Card,53,341346.26,2024-07-31,1,0,61.0,0,0.02,10200
CUST104291,,18.0,Chennai,Paid Social,Student,86625.0,3,Verified,Savings Account,50,243428.1,2024-04-30,1,1,153.0,1,0.99,10200
CUST104292,2023-01-16,28.0,Pune,Organic,Salaried,12000.0,1,Verified,Fixed Deposit,18,51531.6,2025-08-31,4,1,-335.0,0,0.01,10200
CUST104293,2023-03-27,20.0,Hyderabad,Referral,Salaried,88833.0,6,Pending,Credit Card,11,19223.21,,4,2,,1,0.9,10200
CUST104294,,30.0,Ahmedabad,Google Ads,,75246.0,1,Verified,Fixed Deposit,6,11499.37,2024-05-29,0,0,124.0,1,0.96,10200
CUST104295,,37.0,Mumbai,Referral,Student,81717.0,4,Pending,Savings Account,56,190501.58,2024-06-29,0,0,93.0,1,0.98,10200
CUST104296,2023-07-06,39.0,Pune,Referral,Gig Worker,43427.0,2,Pending,Savings Account,21,40259.25,2024-07-28,2,0,64.0,0,0.06,10200
CUST104297,,22.0,Chennai,Paid Social,,85012.0,3,Verified,Bnpl,9,11180.33,2024-05-29,1,0,124.0,1,0.92,10200
CUST104298,,29.0,Mumbai,Referral,Salaried,60986.0,2,Verified,Savings Account,25,69786.03,2025-03-26,0,0,-177.0,0,0.0,10200
CUST104299,,18.0,Mumbai,Organic,,51974.0,1,Verified,Fixed Deposit,40,115471.37,2025-01-29,1,1,-121.0,0,0.0,10200
CUST104300,,26.0,Bengaluru,Google Ads,Self-Employed,60480.0,2,Verified,Fixed Deposit,5,21256.8,2025-05-28,2,1,-240.0,0,0.01,10200
CUST104301,,24.0,Ahmedabad,Affiliate,Self-Employed,67518.0,0,Incomplete,Savings Account,25,76049.28,2024-12-29,1,0,-90.0,0,0.38,10200
CUST104302,,33.0,Chennai,Affiliate,Student,46574.0,0,Verified,Salary Account,11,35224.64,,0,0,,1,0.93,10200
CUST104303,2023-07-22,37.0,Mumbai,Paid Social,Student,35311.0,2,Verified,Savings Account,30,78170.33,2025-05-31,1,0,-243.0,0,0.0,10200
CUST104304,,36.0,Bengaluru,Google Ads,Gig Worker,75238.0,0,Verified,Savings Account,14,35810.87,,0,0,,1,0.85,10200
CUST104305,2025-09-15,29.0,Mumbai,In-App Promo,,63687.0,2,Verified,Salary Account,50,358571.24,2024-12-30,1,0,-91.0,0,0.0,10200
CUST104306,2025-08-31,22.0,Mumbai,Referral,Self-Employed,66371.0,6,Verified,Savings Account,32,75297.8,2025-11-24,0,0,-420.0,0,0.01,10200
CUST104307,2024-06-20,25.0,Pune,Paid Social,Self-Employed,54863.0,5,Verified,Personal Loan,50,134843.84,2025-03-30,1,0,-181.0,0,0.02,10200
CUST104308,2023-11-04,44.0,Kolkata,Affiliate,Student,73150.0,1,Verified,Savings Account,6,7699.33,2025-05-29,0,0,-241.0,0,0.06,10200
CUST104309,2025-07-05,29.0,Mumbai,Affiliate,Gig Worker,12000.0,0,Verified,Fixed Deposit,4,15495.47,,1,0,,1,1.0,10200
CUST104310,2025-10-20,24.0,Ahmedabad,Referral,,93957.0,0,Verified,Credit Card,14,118228.76,2025-06-25,2,1,-268.0,0,0.06,10200
CUST104311,2024-03-07,28.0,Bengaluru,Paid Social,Student,83495.0,2,Pending,Fixed Deposit,9,49339.85,2025-05-29,3,1,-241.0,0,0.03,10200
CUST104312,2022-04-13,35.0,Kolkata,Google Ads,Student,22233.0,0,Verified,Credit Card,56,2181175.06,2025-07-31,0,0,-304.0,0,0.01,10200
CUST104313,,48.0,Ahmedabad,In-App Promo,Self-Employed,50628.0,4,Verified,Fixed Deposit,41,127673.88,2024-07-29,0,0,63.0,0,0.01,10200
CUST104314,2023-02-09,41.0,Pune,In-App Promo,Gig Worker,54863.0,2,Verified,Savings Account,42,124864.26,2024-07-31,0,0,61.0,0,0.0,10200
CUST104315,,29.0,Mumbai,Referral,Gig Worker,72554.0,1,Verified,Salary Account,39,82506.61,2025-07-26,0,0,-299.0,0,0.0,10200
CUST104316,,29.0,Hyderabad,Paid Social,Student,82807.0,0,Verified,Personal Loan,23,53999.85,2024-03-23,4,2,191.0,1,0.93,10200
CUST104317,,21.0,Delhi,Google Ads,Salaried,45283.0,2,Verified,Savings Account,5,14718.77,,0,0,,1,0.97,10200
CUST104318,,29.0,Mumbai,Google Ads,Gig Worker,105445.0,0,Incomplete,Savings Account,27,335971.83,2025-07-31,0,0,-304.0,0,0.0,10200
CUST104319,,38.0,Ahmedabad,Referral,Self-Employed,66085.0,2,Verified,Personal Loan,46,311852.71,2024-12-31,0,0,-92.0,0,0.0,10200
CUST104320,,27.0,Mumbai,Google Ads,Self-Employed,67564.0,4,Verified,Savings Account,4,21583.2,,1,1,,1,0.95,10200
CUST104321,,21.0,Mumbai,Affiliate,Student,72305.0,0,Pending,Bnpl,6,11076.33,2024-08-25,5,2,36.0,0,0.12,10200
CUST104322,2023-05-12,38.0,Pune,Google Ads,Gig Worker,53015.0,0,Verified,Credit Card,36,97159.84,2024-12-28,1,0,-89.0,0,0.07,10200
CUST104323,2022-10-24,26.0,Mumbai,In-App Promo,Self-Employed,76307.0,3,Verified,Fixed Deposit,16,53984.02,,2,2,,1,0.87,10200
CUST104324,2022-12-06,29.0,Pune,In-App Promo,Gig Worker,74649.0,1,Pending,Credit Card,37,88033.24,2024-09-28,0,0,2.0,0,0.01,10200
CUST104325,2024-12-07,32.0,Mumbai,In-App Promo,Salaried,90142.0,2,Verified,Personal Loan,52,110987.23,2025-07-30,0,0,-303.0,0,0.01,10200
CUST104326,,22.0,Kolkata,Google Ads,Student,64226.0,3,Verified,Bnpl,5,14940.86,2024-09-24,1,0,6.0,0,0.16,10200
CUST104327,,37.0,Pune,Paid Social,Self-Employed,32515.0,0,Verified,Savings Account,46,321909.74,2024-08-31,0,0,30.0,0,0.03,10200
CUST104328,,21.0,Pune,Paid Social,Self-Employed,27280.0,3,Verified,Bnpl,13,46566.86,2025-07-29,0,0,-302.0,0,0.02,10200
CUST104329,,39.0,Hyderabad,Paid Social,Gig Worker,58711.0,1,Verified,Savings Account,27,57097.87,2024-02-22,1,0,221.0,1,0.98,10200
CUST104330,,39.0,Pune,Paid Social,Salaried,75367.0,0,,Personal Loan,4,10537.03,,0,0,,1,0.95,10200
CUST104331,,27.0,Delhi,Paid Social,Gig Worker,12000.0,1,Pending,Credit Card,22,46234.16,,2,0,,1,0.82,10200
CUST104332,,40.0,Mumbai,Paid Social,,26895.0,0,Verified,Personal Loan,40,71723.49,,1,0,,1,0.7,10200
CUST104333,,33.0,Mumbai,Paid Social,Self-Employed,59055.0,2,Verified,Bnpl,18,59875.53,2024-03-27,2,1,187.0,1,0.98,10200
CUST104334,,25.0,Mumbai,Organic,Gig Worker,59262.0,4,Pending,Personal Loan,36,105415.1,2024-11-23,0,0,-54.0,0,0.01,10200
CUST104335,,37.0,Mumbai,Google Ads,Self-Employed,17618.0,6,Verified,Personal Loan,5,12090.4,2025-01-29,0,0,-121.0,0,0.06,10200
CUST104336,,43.0,Mumbai,Referral,Self-Employed,71557.0,1,Verified,Credit Card,19,218721.35,2025-05-29,0,0,-241.0,0,0.0,10200
CUST104337,,31.0,Kolkata,Organic,,24291.0,2,Verified,Credit Card,10,23294.14,2024-02-25,0,0,218.0,1,0.99,10200
CUST104338,,18.0,Mumbai,Google Ads,Gig Worker,41430.0,1,Verified,Credit Card,54,133661.94,2025-05-31,1,0,-243.0,0,0.0,10200
CUST104339,,26.0,Pune,In-App Promo,Gig Worker,12000.0,1,Pending,Savings Account,54,113052.18,2024-10-29,0,0,-29.0,0,0.03,10200
CUST104340,,18.0,Delhi,Referral,Gig Worker,64604.0,7,Verified,Credit Card,7,12267.0,,2,0,,1,0.93,10200
CUST104341,2025-01-25,19.0,Kolkata,Referral,Student,55099.0,1,Verified,Salary Account,9,18779.3,2024-10-23,2,1,-23.0,0,0.12,10200
CUST104342,,35.0,Mumbai,Referral,,54863.0,0,Verified,Savings Account,42,120847.16,2024-12-29,0,0,-90.0,0,0.14,10200
CUST104343,,27.0,Mumbai,Referral,Self-Employed,54863.0,0,Verified,Fixed Deposit,39,114457.69,2024-04-29,1,0,154.0,1,0.97,10200
CUST104344,,34.0,Chennai,Organic,Self-Employed,81827.0,4,Verified,Fixed Deposit,58,176032.04,2025-11-26,1,0,-422.0,0,0.0,10200
CUST104345,2022-06-05,41.0,Ahmedabad,Organic,Self-Employed,73429.0,3,Verified,Bnpl,6,12699.54,,2,1,,1,0.97,10200
CUST104346,,25.0,Pune,Affiliate,Self-Employed,59348.0,1,Verified,Credit Card,4,15795.01,,1,1,,1,0.98,10200
CUST104347,,32.0,Mumbai,Google Ads,,54863.0,1,Verified,Bnpl,50,114354.5,2025-11-30,1,0,-426.0,0,0.0,10200
CUST104348,,20.0,Pune,Paid Social,Self-Employed,67037.0,2,Verified,Credit Card,13,34457.48,2024-01-31,1,0,243.0,1,0.98,10200
CUST104349,2024-09-29,38.0,Mumbai,Organic,Self-Employed,79081.0,3,Verified,Savings Account,12,28677.11,2024-09-29,2,2,1.0,0,0.08,10200
CUST104350,2025-02-03,41.0,Mumbai,Affiliate,Self-Employed,27813.0,1,Pending,Bnpl,44,122138.68,2024-10-30,0,0,-30.0,0,0.0,10200
CUST104351,,32.0,Kolkata,In-App Promo,Self-Employed,21356.0,1,Verified,Personal Loan,40,97622.03,2024-10-29,0,0,-29.0,0,0.01,10200
CUST104352,2023-04-07,40.0,Hyderabad,Google Ads,Salaried,54863.0,1,Verified,Personal Loan,43,119586.56,2024-02-25,0,0,218.0,1,0.98,10200
CUST104353,,22.0,Chennai,Paid Social,,90543.0,5,Verified,Personal Loan,21,55434.88,2024-03-31,2,0,183.0,1,0.96,10200
CUST104354,,38.0,Mumbai,Google Ads,Self-Employed,66148.0,3,Verified,Salary Account,41,90143.38,2025-10-31,1,0,-396.0,0,0.0,10200
CUST104355,2023-10-01,27.0,Kolkata,Referral,,12000.0,0,Incomplete,Bnpl,1,267.11,,1,1,,1,0.97,10200
CUST104356,,38.0,Kolkata,Referral,Gig Worker,36923.0,4,Verified,Savings Account,12,30972.74,,6,2,,1,0.9,10200
CUST104357,,28.0,Mumbai,Google Ads,Student,98888.0,0,Verified,Bnpl,29,57676.09,2024-05-25,3,0,128.0,1,1.0,10200
CUST104358,,29.0,Pune,In-App Promo,Self-Employed,41206.0,1,,Credit Card,4,15287.2,,2,0,,1,0.93,10200
CUST104359,,31.0,Mumbai,Paid Social,Student,84729.0,0,Pending,Savings Account,24,80779.22,2025-03-30,1,0,-181.0,0,0.0,10200
CUST104360,,36.0,Pune,Paid Social,Student,78012.0,1,Verified,Salary Account,6,16422.86,2025-01-26,1,1,-118.0,0,0.04,10200
CUST104361,,23.0,Bengaluru,Google Ads,Salaried,55771.0,2,Verified,Salary Account,3,3617.04,,0,0,,1,1.0,10200
